"URL"	"Keywords"	"Keyword Count"	"DateTime"	"Favorite Count"	"Retweet"	"Lang"	"LinkCount"	"Link1"	"Link2"	"Link3"	"Author"	"Text"	"Followers"	"Friends"	"Location"	"Timezone"	"UTC Offset"
"http://twitter.com/154029691/status/716437693949808640"	""	"0"	"Sun Apr 03 01:30:31 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/YLxxm22jEC"	""	""	"verifiedmom"	"Determination #WordADayChallenge Determination #WordADayChallenge Determination, you are never around long e https://t.co/YLxxm22jEC"	"4318"	"2790"	"Chicago, IL"	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/129344110/status/716437798811774976"	""	"0"	"Sun Apr 03 01:30:56 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/LpkwtfqUo2"	""	""	"EarthAlumni"	"actually listening to them right now. ridiculously talented. each one gave the group exactly what was needed to be🙌🏼 https://t.co/LpkwtfqUo2"	"1558"	"2009"	"Hollywood Waiting Room"	"Quito"	"-18000"
"http://twitter.com/4904986736/status/716437823956455424"	""	"0"	"Sun Apr 03 01:31:02 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"lolxtaylor"	"Three hundred forty three  #TaylorSwiftBlankSpace #MemeableMoment #iHeartAwards"	"1"	"6"	""	""	""
"http://twitter.com/155985479/status/716437727495868416"	""	"0"	"Sun Apr 03 01:30:39 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"RoyaltyFamMusic"	"RT @kanyewest: Man that'd be so Kanye"	"32454"	"31520"	"international "	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/3219812958/status/716437672978358272"	""	"0"	"Sun Apr 03 01:30:26 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/9kbKOrzSXa"	""	""	"Laura_bulock"	"RT @reIatabIe: when your friends are too turnt and you gotta look after them https://t.co/9kbKOrzSXa"	"92"	"113"	"Dumas, MS"	""	""
"http://twitter.com/1581754723/status/716437744260481025"	""	"0"	"Sun Apr 03 01:30:43 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Max_e_Carty"	"RT @_ughgrace: @Max_e_Carty finally saw deadpool. a month later."	"40"	"103"	""	""	""
"http://twitter.com/48977517/status/716437710706241536"	""	"0"	"Sun Apr 03 01:30:35 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/yGMWZEuDoq"	""	""	"aBramhasmi"	"RT @PIB_India: PM @narendramodi interacting with the workers at the L&amp;T residential complex in Riyadh https://t.co/yGMWZEuDoq"	"80"	"162"	""	"Solomon Is."	"36000"
"http://twitter.com/920277535/status/716437719094657024"	""	"0"	"Sun Apr 03 01:30:37 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"dmatkins137"	"RT @DavidOAtkins: Those who say Sanders is a privileged "one issue revolution" are going to have egg on their face when the housing bubble…"	"728"	"563"	"Victoria, British Columbia"	""	""
"http://twitter.com/1402468944/status/716437790398013440"	""	"0"	"Sun Apr 03 01:30:54 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"sadie_goodwin13"	"when Samantha always shares ur song suggestions with other people and acts like she found them!!! #WYD!!!"	"459"	"323"	"Brookfield"	""	""
"http://twitter.com/553027061/status/716437710722961408"	""	"0"	"Sun Apr 03 01:30:35 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/gu4nl8jGGq"	""	""	"sorryimhaileyy"	"RT @Luke5SOS: When the tour is still 2 days away but you're ready now https://t.co/gu4nl8jGGq"	"1176"	"2052"	"New York, USA"	""	""
"http://twitter.com/4810085317/status/716437853312409600"	""	"0"	"Sun Apr 03 01:31:09 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/tLjZ56DFtS"	""	""	"CristelJc"	"RT @InfiniteUpdates: [TRANS] 160402 #인피니트 Dongwoo replied to fans (7) - END- ~.~ https://t.co/tLjZ56DFtS"	"63"	"73"	""	""	""
"http://twitter.com/1580569940/status/716437714929860610"	""	"0"	"Sun Apr 03 01:30:36 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"vshanea"	"RT @sca__0: love when the plug hits me up asking if I need any 😻👏🏽 #loyal"	"585"	"406"	"Fort Lauderdale, FL"	""	""
"http://twitter.com/634721304/status/716437807204438016"	""	"0"	"Sun Apr 03 01:30:58 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"ambaabe"	"RT @23AndyCastillo: Trust me this new snapchat got me watching ya shit on accident. Idc about you."	"706"	"432"	""	"Arizona"	"-25200"
"http://twitter.com/700872900518084609/status/716437782030336000"	""	"0"	"Sun Apr 03 01:30:52 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"DvaengerMouse"	"@BigPhraser47 loooool the fanny pack tho"	"70"	"265"	"North a bit, no, left left ..."	""	""
"http://twitter.com/227960353/status/716437874292367362"	""	"0"	"Sun Apr 03 01:31:14 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/0OpnW2p5yx"	""	""	"AfiqahMardhiah"	"RT @feardaooz: Starting my day right with this delicious sandwich. Have a good Sunday, everyone. https://t.co/0OpnW2p5yx"	"305"	"263"	""	"London"	"3600"
"http://twitter.com/1187859979/status/716437639407276034"	""	"0"	"Sun Apr 03 01:30:18 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"cdog20tv"	"Short stream tonight unfortunately, on me and Alex today and no one else, so it'll be for like an hour. We're just going on Minecraft."	"57"	"227"	"The United States of 'Murica"	""	""
"http://twitter.com/2286808651/status/716437828175986688"	""	"0"	"Sun Apr 03 01:31:03 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/ZQ4nm9hF47"	""	""	"harryJeweIs"	"RT @Dory: THIS IS SADDER THAN PAPAW https://t.co/ZQ4nm9hF47"	"1266"	"1055"	"keylen,seb,loxis,galax."	""	""
"http://twitter.com/4513227027/status/716437672957333504"	""	"0"	"Sun Apr 03 01:30:26 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/8xS2eMft6f"	""	""	"PLinotype"	"Who would win? https://t.co/8xS2eMft6f"	"47"	"21"	""	""	""
"http://twitter.com/1559215662/status/716437643609972736"	""	"0"	"Sun Apr 03 01:30:19 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/Qhp9RKo7Go"	""	""	"oxnattttt"	"RT @ItsFunnyJokers: Lmao I would hate to have friends like these 😂 https://t.co/Qhp9RKo7Go"	"345"	"312"	""	"Arizona"	"-25200"
"http://twitter.com/96394869/status/716437886887927810"	""	"0"	"Sun Apr 03 01:31:17 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/H6nPmt18Wj"	""	""	"MrCardasso"	"RT @chicagobulls: With that assist, Jimmy Butler has his first career triple-double. Feels good doesn't it? https://t.co/H6nPmt18Wj"	"172"	"248"	""	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/31366780/status/716437815568019457"	""	"0"	"Sun Apr 03 01:31:00 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/5Non7qjHi4"	""	""	"JotyKay"	"TYPES OF FOLLOWERS ON INSTAGRAM!!!: https://t.co/5Non7qjHi4 via @YouTube"	"2330"	"114"	"California "	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/716435995399483393/status/716437689738858497"	""	"0"	"Sun Apr 03 01:30:30 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"solaslibrau3"	"RT @AlexAngelo: New music coming soon #rdsaturdaynightparty"	"0"	"9"	""	""	""
"http://twitter.com/1966033099/status/716437815572111369"	""	"0"	"Sun Apr 03 01:31:00 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/HantpeDnUF"	""	""	"SalomonIris"	"RT @OTCReporter: $GPDB @GPDB MAMs new Health Merchant store, to be named Shop Against Monsanto @rudraprtpsngh https://t.co/HantpeDnUF"	"708"	"92"	"Aurora, CO"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/703040649373753345/status/716437874304901120"	""	"0"	"Sun Apr 03 01:31:14 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/mgBBIH7hv4"	""	""	"225reminisce"	"YNW$ Juice x Goin Stupid https://t.co/mgBBIH7hv4"	"264"	"44"	"Baton Rouge, LA"	""	""
"http://twitter.com/4777985459/status/716437769434738692"	""	"0"	"Sun Apr 03 01:30:49 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"prettiyanaa"	"I love kerine dress . and of course Lovelyne slayed her makeup 😭💓💓💓💓"	"422"	"482"	""	""	""
"http://twitter.com/2817944732/status/716437777823449088"	""	"0"	"Sun Apr 03 01:30:51 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/aSddjbOLoH"	""	""	"darksidedeb"	"Happy birthday @ashmensch!!! 😘🎂🎈 https://t.co/aSddjbOLoH"	"9712"	"2404"	"Canada's Ocean Playground"	"America/Halifax"	"-10800"
"http://twitter.com/716318849608523777/status/716437710718676992"	""	"0"	"Sun Apr 03 01:30:35 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/hquqKeWhOh"	""	""	"laurinah_tf"	"RT @5HVoteStats: HARMONIZERS ATTACK NOW!  ROMEOPLAY5H   #Harmonizers #iHeartAwards #BestFanArmy https://t.co/hquqKeWhOh"	"2"	"10"	""	""	""
"http://twitter.com/17828887/status/716437698131705856"	""	"0"	"Sun Apr 03 01:30:32 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/YH0UvC7A80"	""	""	"joyjunction"	"Family Assistance - Homeless Shelter Albuquerque - Family Assistance | Joy Junction- All families need help someti https://t.co/YH0UvC7A80"	"7282"	"4853"	"Albuquerque, N.M."	"Mountain Time (US & Canada)"	"-21600"
"http://twitter.com/563860298/status/716437823948267520"	""	"0"	"Sun Apr 03 01:31:02 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/rPwOS7ECAg"	""	""	"gemsbyjoy"	"Antique Art Deco Faux Amber Decorative Hair Comb / by JoysShop https://t.co/rPwOS7ECAg via @Etsy #vintage #hairaccessories #teamlove #voguet"	"7098"	"1164"	"Troy, IL"	"Hawaii"	"-36000"
"http://twitter.com/1591210662/status/716437815588851712"	""	"0"	"Sun Apr 03 01:31:00 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"__castaway_"	"RT @5SOS: #iHeartAwards #BestFanArmy #5SOSFAM never Quit. Xx"	"655"	"616"	"halp im lost"	"Arizona"	"-25200"
"http://twitter.com/844165476/status/716437865912094720"	""	"0"	"Sun Apr 03 01:31:12 +0000 2016"	"0"	"0"	"en"	"3"	"https://t.co/67fJO7tpI6"	"https://t.co/E3g4Mermyh"	"https://t.co/7vSdYm335j"	"serialdaily"	"#DailySerial Tamanna - Visit https://t.co/67fJO7tpI6 for full episodes https://t.co/E3g4Mermyh #AsianetSerial https://t.co/7vSdYm335j"	"235"	"140"	""	"Baghdad"	"10800"
"http://twitter.com/4760510062/status/716437719111573509"	""	"0"	"Sun Apr 03 01:30:37 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"MorganRizzoli"	"@_Jane_Rizzoli_ "No.. Can we just go back inside?""	"17"	"8"	"Boston, MA"	""	""
"http://twitter.com/239180427/status/716437899479089152"	""	"0"	"Sun Apr 03 01:31:20 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Gr8WHThype23"	"@LionyRod fucking google?  is that some weird ass porn site dude?!    I'm reporting you to the twitter."	"340"	"398"	"Indy "	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2627100976/status/716437844940566528"	""	"0"	"Sun Apr 03 01:31:07 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/gu4nl8jGGq"	""	""	"5SOSMUKE__"	"RT @Luke5SOS: When the tour is still 2 days away but you're ready now https://t.co/gu4nl8jGGq"	"1037"	"1031"	""	""	""
"http://twitter.com/2266556515/status/716437790410473472"	""	"0"	"Sun Apr 03 01:30:54 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/pmLBEjbezb"	""	""	"Yolie_Rios"	"RT @MERRYMAJESTY: Stop Parroting GOP Lies That Hillary Clinton Is Dishonest via @politicususa https://t.co/pmLBEjbezb"	"494"	"282"	"San Antonio"	""	""
"http://twitter.com/4825908905/status/716437895284822016"	""	"0"	"Sun Apr 03 01:31:19 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"JanetReynosoPrz"	"Made in The AM  GO DIRECTIONERS GO  #BestFanArmy #Directioners #iHeartAwards"	"225"	"586"	""	""	""
"http://twitter.com/3644754077/status/716437756856176640"	""	"0"	"Sun Apr 03 01:30:46 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/wsfjHNaqDb"	""	""	"JesskaOpal"	"RT @xxxJosef: Love of my life https://t.co/wsfjHNaqDb"	"729"	"1195"	"Dan' South"	""	""
"http://twitter.com/2453292358/status/716437647800070145"	""	"0"	"Sun Apr 03 01:30:20 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/X7ph944GXv"	""	""	"XO_abeI"	"Roger Williams University #GoHawks https://t.co/X7ph944GXv"	"890"	"166"	"Connecticut, USA"	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2206549220/status/716437899458121728"	""	"0"	"Sun Apr 03 01:31:20 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/kjR09Si…"	""	""	"Pussypinksuga"	"RT @sugawaah: NAMJOON LOOKS SO DADDY HONEY FERGALICIOUS GOLDEN DEEP-FRIED BAGEL WITH CREAM CHEESE HERE. I'M SO NERVOUS https://t.co/kjR09Si…"	"97"	"101"	""	""	""
"http://twitter.com/2961906996/status/716437886879399936"	""	"0"	"Sun Apr 03 01:31:17 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"darkespyne252"	"@Brassmaiden Lord Satan, by your grace, grant me, I pray thee the power to conceive in my mind and to execute that which I desire to do, the"	"324"	"360"	"/dev/zero"	""	""
"http://twitter.com/531784110/status/716437811394711553"	""	"0"	"Sun Apr 03 01:30:59 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Gabbieerodri_"	"My body is so sore"	"353"	"319"	""	""	""
"http://twitter.com/605006473/status/716437886867005440"	""	"0"	"Sun Apr 03 01:31:17 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/pfMgD49FNK"	""	""	"GetUpCharlieBoy"	"I HAVE THE SAME BIRTHDAY AS JOSH DUN'S MOTHER https://t.co/pfMgD49FNK"	"2519"	"1103"	"Staten Island, NY"	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2376606728/status/716437664589684736"	""	"0"	"Sun Apr 03 01:30:24 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/gu4nl8jGGq"	""	""	"silverxmgc"	"RT @Luke5SOS: When the tour is still 2 days away but you're ready now https://t.co/gu4nl8jGGq"	"963"	"1065"	"stucky trash "	"Mazatlan"	"-25200"
"http://twitter.com/4176516076/status/716437685544554497"	""	"0"	"Sun Apr 03 01:30:29 +0000 2016"	"0"	"0"	"en"	"2"	"https://t.co/SyGUblACUN"	"https://t.co/aG7Pa6kTDN"	""	"Hillary2016Pres"	"Hillarys plan to raise American incomes. https://t.co/SyGUblACUN @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.co/aG7Pa6kTDN"	"3039"	"964"	"U.S.A"	""	""
"http://twitter.com/2741378405/status/716437853325115392"	""	"0"	"Sun Apr 03 01:31:09 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"italianice97"	"@fmunozx inspector gadget"	"295"	"389"	""	""	""
"http://twitter.com/701781773068300289/status/716437849139073024"	""	"0"	"Sun Apr 03 01:31:08 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"JXNQT"	"also i shocked the hell out of myself when i saw my dp ._."	"56"	"73"	""	""	""
"http://twitter.com/706729339400777728/status/716437702313320448"	""	"0"	"Sun Apr 03 01:30:33 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"socialrejectss"	"RT @saffa_fp_xo: wait.. 5SOS ARE TOURING THE UK IN THREE DAYS?! 🙆😝"	"17"	"42"	"Phuket Province, Thailand"	""	""
"http://twitter.com/565949975/status/716437647799914497"	""	"0"	"Sun Apr 03 01:30:20 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Cipps_"	"SOMEONE PLS PICK ME UP OR LES DO SUM"	"912"	"408"	"San Antonio,Tx"	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/3689264187/status/716437849113894913"	""	"0"	"Sun Apr 03 01:31:08 +0000 2016"	"0"	"0"	"en"	"2"	"https://t.co/Ruhabo6MkS"	"https://t.co/V67azqpf7X"	""	"ydeboel"	"Found a Transponder Snail! "I'll never forget you!!" Local cook sets sail! https://t.co/Ruhabo6MkS #TreCru https://t.co/V67azqpf7X"	"4"	"4"	""	""	""
"http://twitter.com/251838375/status/716437849130700800"	""	"0"	"Sun Apr 03 01:31:08 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"tononini711"	"@AlexisDennison snaps make me literally laugh out loud"	"599"	"746"	""	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/1890585254/status/716437849143377921"	""	"0"	"Sun Apr 03 01:31:08 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/YP3hA80PTw"	""	""	"_cabeyourlauren"	"RT @jaureguiandco: this outfit ruined my life https://t.co/YP3hA80PTw"	"991"	"2006"	"zayn•alessia•tori•5H"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/1459502622/status/716437681367040000"	""	"0"	"Sun Apr 03 01:30:28 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/gu4nl8jGGq"	""	""	"Coolstorycee_"	"RT @Luke5SOS: When the tour is still 2 days away but you're ready now https://t.co/gu4nl8jGGq"	"245"	"487"	"New York, NY"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/4827838932/status/716437740087193600"	""	"0"	"Sun Apr 03 01:30:42 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/9b5ZKozXhz"	""	""	"CamilaGirlMX"	"RT @5HVoteStats: HARMONIZERS ATTACK NOW!  ROMEOPLAY5H   #Harmonizers #iHeartAwards #BestFanArmy https://t.co/9b5ZKozXhz"	"118"	"120"	"México"	""	""
"http://twitter.com/3427218634/status/716437903665180673"	""	"0"	"Sun Apr 03 01:31:21 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Kate_Dallas13"	"RT @AhviannaE: What's worse is when it's a guy fucking around. Like, you have more dick in your personality than in your pants, please take…"	"375"	"499"	""	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/392677885/status/716437782026002432"	""	"0"	"Sun Apr 03 01:30:52 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/P73CNU8eUI"	""	""	"TGHJEAn"	"RT @D_nish: Something never changes 😆😆😆 #jongyu https://t.co/P73CNU8eUI"	"383"	"550"	""	"Hanoi"	"25200"
"http://twitter.com/716422861402075137/status/716437740078891010"	""	"0"	"Sun Apr 03 01:30:42 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"FionaFionasings"	"54 HARMONIZERS ATTACK NOW!  ROMEOPLAY5H   #Harmonizers #iHeartAwards #BestFanArmy"	"1"	"1"	""	""	""
"http://twitter.com/553316346/status/716437698127355904"	""	"0"	"Sun Apr 03 01:30:32 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Jalenn300"	"Ayee God Bless my brother TSlick to get calls now 🙏🏾"	"1387"	"451"	" 1⃣2⃣0⃣0⃣ Block"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/3259011754/status/716437660387160065"	""	"0"	"Sun Apr 03 01:30:23 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/VPmkioK3tE"	""	""	"GIRLINAWIG"	"RT @LMJupdates: 500 RTS for Lauren's cover #Harmonizers #BestFanArmy #iHeartAwards https://t.co/VPmkioK3tE"	"612"	"820"	"Boston • 5/15/15"	""	""
"http://twitter.com/309160186/status/716437689751306240"	""	"0"	"Sun Apr 03 01:30:30 +0000 2016"	"0"	"0"	"en"	"2"	"https://t.co/5UMLpdFO16"	"https://t.co/3n1OVXSWyz"	""	"jetman987"	"RT @VeronicaWhore: Play video ▶ [ https://t.co/5UMLpdFO16 ] 👄 https://t.co/3n1OVXSWyz"	"558"	"2641"	""	""	""
"http://twitter.com/2580932984/status/716437903660847104"	""	"0"	"Sun Apr 03 01:31:21 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/SlkAQdOhho"	""	""	"longbonejone"	"RT @treyton1: Me and Brocks face swap 😂 https://t.co/SlkAQdOhho"	"492"	"374"	"in your daughter "	""	""
"http://twitter.com/2280992372/status/716437740066197505"	""	"0"	"Sun Apr 03 01:30:42 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"ChandlerMJhno"	"As a Texan I did not grow up eating grits  sometimes I cry thinking about all the years I lived a sad  gritless experience."	"4"	"10"	"Virginia"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/294980128/status/716437652019359744"	""	"0"	"Sun Apr 03 01:30:21 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/gu4nl8jGGq"	""	""	"judithdelagarza"	"RT @Luke5SOS: When the tour is still 2 days away but you're ready now https://t.co/gu4nl8jGGq"	"813"	"431"	"U S of A"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/3949368612/status/716437895288999936"	""	"0"	"Sun Apr 03 01:31:19 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/xdPXxdniiI"	""	""	"ad2a9015f2bf42e"	"RT @KevinOrtizNet: I posted a new video to Facebook https://t.co/xdPXxdniiI"	"27"	"27"	"soy de por ahí ✌"	""	""
"http://twitter.com/416579562/status/716437861709520896"	""	"0"	"Sun Apr 03 01:31:11 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"ambitieux__"	"RT @MarilynMonroeDC: My life. My choices. My mistakes. My lessons."	"476"	"467"	""	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/4822791183/status/716437828142567424"	""	"0"	"Sun Apr 03 01:31:03 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"jennycruz472"	"RT @bruhitszach: I'm hungry 24/7 😩😩😩"	"128"	"45"	""	""	""
"http://twitter.com/21588552/status/716437761050480640"	""	"0"	"Sun Apr 03 01:30:47 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/pn93J6yDWm"	""	""	"jessicatory"	""Where are the faces...of the presidents?" @ Grand Canyon National Park https://t.co/pn93J6yDWm"	"229"	"184"	"Bay Area, CA"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/289282529/status/716437652015218688"	""	"0"	"Sun Apr 03 01:30:21 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/0QJucdUMou"	""	""	"Zufailslasherz"	"RT @TH_offl: 8 days To Go! #24AudioLaunch #24TheMovie @arrahman https://t.co/0QJucdUMou"	"131"	"599"	"Ernakulam"	""	""
"http://twitter.com/1507879112/status/716437651981619200"	""	"0"	"Sun Apr 03 01:30:21 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/yGKlr21uCJ"	""	""	"AroonJanthong"	"OpenStack, SDN, NFV – deployments, opportunities and challenges involved https://t.co/yGKlr21uCJ ข้อมูลจาก @rcrwirelessnews"	"127"	"549"	""	"Jakarta"	"25200"
"http://twitter.com/2368365728/status/716437744269049856"	""	"0"	"Sun Apr 03 01:30:43 +0000 2016"	"0"	"0"	"en"	"2"	"https://t.co/NjRsb1se25"	"https://t.co/YB7HokRaXp"	""	"XVlDEOSCOM"	"＠him 葉月 April 03, 2016 at 01:30AM (via Twitter https://t.co/NjRsb1se25) https://t.co/YB7HokRaXp"	"31730"	"13"	"_(:3」∠)_"	"Tokyo"	"32400"
"http://twitter.com/3362966309/status/716437794588114944"	""	"0"	"Sun Apr 03 01:30:55 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/9WH2Mvs9L0"	""	""	"g_liltonnn08"	"RT @5SOSTumblrx: A motivation to vote #5SOSFam #BestFanArmy #iHeartAwards https://t.co/9WH2Mvs9L0"	"107"	"187"	"Alabama, USA"	""	""
"http://twitter.com/3264422441/status/716437895263944704"	""	"0"	"Sun Apr 03 01:31:19 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/EZlca2OTSB"	""	""	"TroyPomykala"	"RT @CauseWereComedy: bees vs. wasps important, extremely necessary information for everyone this summer https://t.co/EZlca2OTSB"	"32"	"58"	""	""	""
"http://twitter.com/3260047032/status/716437802997559296"	""	"0"	"Sun Apr 03 01:30:57 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"CTHxMMXII"	"@Luke5SOS arzaylea is ready too bruh"	"110"	"81"	""	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/4857880718/status/716437723314163712"	""	"0"	"Sun Apr 03 01:30:38 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"lisabrossman"	"@realDonaldTrump @tedcruz @oreillyfactor @seanhannity CRUZ will be a slap in the face! TRUMP will be a hug everyone needs!"	"91"	"36"	""	""	""
"http://twitter.com/2755455892/status/716437786224529408"	""	"0"	"Sun Apr 03 01:30:53 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/gu4nl8jGGq"	""	""	"stubbledluke"	"RT @Luke5SOS: When the tour is still 2 days away but you're ready now https://t.co/gu4nl8jGGq"	"6617"	"4149"	"canada"	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2688094896/status/716437710710448128"	""	"0"	"Sun Apr 03 01:30:35 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/zNd70PLlIn"	""	""	"raver_bitch1217"	"RT @MlNDTHOUGHTS: Preach. https://t.co/zNd70PLlIn"	"274"	"209"	"Ap Bitch "	""	""
"http://twitter.com/3597406645/status/716437664564641793"	""	"0"	"Sun Apr 03 01:30:24 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"TheRobbyKing"	"@didyouknowgamin Thomas the Tank Engine for SNES."	"45"	"157"	"Texas, USA"	""	""
"http://twitter.com/1078560522/status/716437777819119616"	""	"0"	"Sun Apr 03 01:30:51 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/wBXiZnVDum"	""	""	"YaGirlZ"	"Mood https://t.co/wBXiZnVDum"	"209"	"223"	""	""	""
"http://twitter.com/715193082099154945/status/716437803014426628"	""	"0"	"Sun Apr 03 01:30:57 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"Ms_feet1"	"@kustomnemophoto hi andy i m love your pages instagram facebook twitter can u follow me here kisses huges thanks"	"95"	"188"	""	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/4316380815/status/716437773624938496"	""	"0"	"Sun Apr 03 01:30:50 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/aLBIcJPHOw"	""	""	"artkidmyg"	"RT @hyungdaddy: "Seriously?" Yoongi smirks, "You're failed attempts at resisting me are cute. Come here." https://t.co/aLBIcJPHOw"	"41"	"124"	""	""	""
"http://twitter.com/715597415823253504/status/716437740074696704"	""	"0"	"Sun Apr 03 01:30:42 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"DavitkovAngel"	"The only guarantee for failure is to stop trying.– John Maxwell #quote"	"160"	"2261"	"Chicago, IL"	""	""
"http://twitter.com/701875501435121666/status/716437874313469952"	""	"0"	"Sun Apr 03 01:31:14 +0000 2016"	"0"	"0"	"en"	"1"	"https://t.co/mmixxkHmKL"	""	""	"OliGHeader"	"RT @FutbolAndrew: Unreal rustle from Ronaldo https://t.co/mmixxkHmKL"	"183"	"261"	""	""	""
"http://twitter.com/2764772368/status/716437761058816000"	""	"0"	"Sun Apr 03 01:30:47 +0000 2016"	"0"	"0"	"en"	"0"	""	""	""	"JayLove_122611"	"Ok let me get out my car"	"662"	"340"	"Nine Four One"	""	""
